KEY,FREQ,REF_AREA,ADJUSTMENT,STS_CONCEPT,STS_CLASS,STS_INSTITUTION,STS_SUFFIX,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,NAT_TITLE,SOURCE_AGENCY,SOURCE_PUB,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2001-01,69.32,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2001-02,72.02,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2001-03,71.64,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2001-04,72.09,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2001-05,75.7,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2001-06,76.48,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2001-07,79.79,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2001-08,75.9,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2001-09,71,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2001-10,68.22,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2001-11,71.6,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2001-12,71.6,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2002-01,71.37,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2002-02,74.08,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2002-03,76.77,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2002-04,75.11,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2002-05,73.8,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2002-06,71.69,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2002-07,70,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2002-08,70.05,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2002-09,73.44,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2002-10,75.23,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2002-11,72.49,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2002-12,74.13,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2003-01,71.06,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2003-02,68.87,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2003-03,66.76,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2003-04,65.14,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2003-05,59.59,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2003-06,57.51,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2003-07,57.99,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2003-08,60.26,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2003-09,62.57,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2003-10,62.77,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2003-11,65.49,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2003-12,62.83,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2004-01,64.02,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2004-02,66.13,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2004-03,70.62,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2004-04,70.49,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2004-05,68.94,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2004-06,67.31,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2004-07,65.03,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2004-08,64.28,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2004-09,63.91,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2004-10,61.05,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2004-11,60.51,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2004-12,59.75,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2005-01,61.79,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2005-02,67.31,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2005-03,69.72,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2005-04,66.93,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2005-05,68.12,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2005-06,69.17,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2005-07,67.26,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2005-08,64.02,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2005-09,65.37,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2005-10,67.71,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2005-11,68.68,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2005-12,70.2,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2006-01,70.98,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2006-02,74.42,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2006-03,72.45,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2006-04,70.18,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2006-05,70.58,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2006-06,66.72,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2006-07,66.68,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
STS.M.I9.N.ECPE.CFOOD0.3.000,M,I9,N,ECPE,CFOOD0,3,000,2006-08,67.06,A,F,,,P1M,,A,,,,,,,2010=100,,,2,,4F0,ECB Calculation,"ECB Commodity Price index, import weighted","Euro area 20 (fixed composition) as of 1 January 2023 - ECB Commodity Price index Euro denominated, import weighted, Food; European Central Bank; Neither seasonally nor working day adjusted ",PURE_NUMB,0
